# covariate data from Gatti et al. (2014) G3 4:1623-1633
# nrow 742
# ncol 5
id,Sex,Batch,ngen,birth_date
JAXW202.2587,F,16,4,2010-07-20
JAXW202.2588,F,16,4,2010-07-20
JAXW202.2589,F,16,4,2010-07-20
JAXW202.2590,F,16,4,2010-07-20
JAXW202.2594,F,16,4,2010-07-20
JAXW202.2595,F,16,4,2010-07-20
JAXW202.2596,F,16,4,2010-07-20
JAXW202.2598,F,16,4,2010-07-20
JAXW202.2599,F,16,4,2010-07-20
JAXW202.2600,F,16,4,2010-07-20
JAXW202.2601,F,16,4,2010-07-20
JAXW202.2602,F,16,4,2010-07-20
JAXW202.2603,F,16,4,2010-07-20
JAXW202.2604,F,16,4,2010-07-20
JAXW202.2606,F,16,4,2010-07-20
JAXW202.2608,F,17,4,2010-07-20
JAXW202.2609,F,17,4,2010-07-20
JAXW202.2610,F,17,4,2010-07-20
JAXW202.2624,F,18,4,2010-07-20
JAXW202.2627,F,18,4,2010-07-20
JAXW202.2632,F,18,4,2010-07-20
JAXW202.2633,F,18,4,2010-07-20
JAXW202.2634,M,18,5,2010-08-10
JAXW202.2636,M,18,5,2010-08-10
JAXW202.2637,M,18,5,2010-08-10
JAXW202.2638,M,18,5,2010-08-10
JAXW202.2642,M,18,5,2010-08-10
JAXW202.2643,M,18,5,2010-08-10
JAXW202.2645,M,18,5,2010-08-10
JAXW202.2648,M,18,5,2010-08-10
JAXW202.2649,M,18,5,2010-08-10
JAXW202.2650,M,18,5,2010-08-10
JAXW202.2651,M,18,5,2010-08-10
JAXW202.2655,M,18,5,2010-08-10
JAXW202.2657,M,18,5,2010-08-10
JAXW202.2659,M,18,5,2010-08-10
JAXW202.2663,M,18,5,2010-08-10
JAXW202.2665,F,18,5,2010-08-10
JAXW202.2667,F,18,5,2010-08-10
JAXW202.2671,F,18,5,2010-08-10
JAXW202.2672,F,18,5,2010-08-10
JAXW202.2675,F,18,5,2010-08-10
JAXW202.2677,F,18,5,2010-08-10
JAXW202.2678,F,18,5,2010-08-10
JAXW202.2679,F,18,5,2010-08-10
JAXW202.2680,F,18,5,2010-08-10
JAXW202.2681,F,18,5,2010-08-10
JAXW202.2683,F,19,5,2010-08-10
JAXW202.2686,F,19,5,2010-08-10
JAXW202.2687,F,19,5,2010-08-10
JAXW202.2688,F,19,5,2010-08-10
JAXW202.2689,F,19,5,2010-08-10
JAXW202.2692,F,19,5,2010-08-10
JAXW202.2693,F,19,5,2010-08-10
JAXW202.2694,F,19,5,2010-08-10
JAXW202.2695,F,19,5,2010-08-10
JAXW202.2697,F,19,5,2010-08-10
JAXW202.2698,F,19,5,2010-08-10
JAXW202.2699,F,19,5,2010-08-10
JAXW202.2703,F,19,5,2010-08-10
JAXW202.2704,F,19,5,2010-08-10
JAXW202.2706,F,19,5,2010-08-10
JAXW202.2707,F,19,5,2010-08-10
JAXW202.2708,F,19,5,2010-08-10
JAXW202.2711,F,19,5,2010-08-10
JAXW202.2712,F,19,5,2010-08-10
JAXW202.2713,F,19,5,2010-08-10
JAXW202.2715,F,19,5,2010-08-10
JAXW202.2716,F,19,5,2010-08-10
JAXW202.2719,F,19,5,2010-08-10
JAXW202.2720,F,19,5,2010-08-10
JAXW202.2721,F,19,5,2010-08-10
JAXW202.2722,F,19,5,2010-08-10
JAXW202.2723,F,19,5,2010-08-10
JAXW202.2724,F,19,5,2010-08-10
JAXW202.2725,F,19,5,2010-08-10
JAXW202.2726,F,19,5,2010-08-10
JAXW202.2727,F,19,5,2010-08-10
JAXW202.2728,F,19,5,2010-08-10
JAXW202.2729,F,19,5,2010-08-10
JAXW202.2730,F,19,5,2010-08-10
JAXW202.2731,F,19,5,2010-08-10
JAXW202.2732,F,19,5,2010-08-10
JAXW202.2733,F,19,5,2010-08-10
JAXW202.2734,F,19,5,2010-08-10
JAXW202.2735,F,19,5,2010-08-10
JAXW202.2736,F,19,5,2010-08-10
JAXW202.2737,F,19,5,2010-08-10
JAXW202.2738,F,19,5,2010-08-10
JAXW202.2739,F,19,5,2010-08-10
JAXW202.2740,F,19,5,2010-08-10
JAXW202.2741,F,19,5,2010-08-10
JAXW202.2742,F,19,5,2010-08-10
JAXW202.2743,F,18,5,2010-08-10
JAXW202.2744,F,19,5,2010-08-10
JAXW202.2745,F,19,5,2010-08-10
JAXW202.2746,F,19,5,2010-08-10
JAXW202.2748,F,19,5,2010-08-10
JAXW202.2749,F,19,5,2010-08-10
JAXW202.2753,F,19,5,2010-08-10
JAXW202.3001,M,1,5,2010-10-26
JAXW202.3002,M,1,5,2010-10-26
JAXW202.3003,M,1,5,2010-10-26
JAXW202.3004,M,1,5,2010-10-26
JAXW202.3005,M,1,5,2010-10-26
JAXW202.3006,M,1,5,2010-10-26
JAXW202.3008,M,1,5,2010-10-26
JAXW202.3009,M,1,5,2010-10-26
JAXW202.3010,M,1,5,2010-10-26
JAXW202.3011,M,1,5,2010-10-26
JAXW202.3012,M,1,5,2010-10-26
JAXW202.3013,M,1,5,2010-10-26
JAXW202.3014,M,1,5,2010-10-26
JAXW202.3015,M,1,5,2010-10-26
JAXW202.3016,M,1,5,2010-10-26
JAXW202.3017,M,1,5,2010-10-26
JAXW202.3018,M,1,5,2010-10-26
JAXW202.3020,M,1,5,2010-10-26
JAXW202.3021,M,1,5,2010-10-26
JAXW202.3025,M,1,5,2010-10-26
JAXW202.3026,M,1,5,2010-10-26
JAXW202.3027,M,1,5,2010-10-26
JAXW202.3028,M,1,5,2010-10-26
JAXW202.3029,M,1,5,2010-10-26
JAXW202.3030,M,1,5,2010-10-26
JAXW202.3031,M,1,5,2010-10-26
JAXW202.3032,M,1,5,2010-10-26
JAXW202.3033,M,1,5,2010-10-26
JAXW202.3034,M,1,5,2010-10-26
JAXW202.3035,M,1,5,2010-10-26
JAXW202.3036,M,1,5,2010-10-26
JAXW202.3037,M,1,5,2010-10-26
JAXW202.3038,M,1,5,2010-10-26
JAXW202.3039,M,1,5,2010-10-26
JAXW202.3040,M,1,5,2010-10-26
JAXW202.3041,M,1,5,2010-10-26
JAXW202.3042,M,1,5,2010-10-26
JAXW202.3045,M,2,5,2010-10-26
JAXW202.3089,F,2,5,2010-10-26
JAXW202.3090,F,2,5,2010-10-26
JAXW202.3093,F,2,5,2010-10-26
JAXW202.3094,F,2,5,2010-10-26
JAXW202.3095,F,2,5,2010-10-26
JAXW202.3096,F,2,5,2010-10-26
JAXW202.3097,F,2,5,2010-10-26
JAXW202.3098,F,2,5,2010-10-26
JAXW202.3099,F,2,5,2010-10-26
JAXW202.3100,F,2,5,2010-10-26
JAXW202.3101,F,2,5,2010-10-26
JAXW202.3102,F,2,5,2010-10-26
JAXW202.3104,F,2,5,2010-10-26
JAXW202.3105,F,2,5,2010-10-26
JAXW202.3106,F,2,5,2010-10-26
JAXW202.3107,F,2,5,2010-10-26
JAXW202.3108,F,2,5,2010-10-26
JAXW202.3109,F,2,5,2010-10-26
JAXW202.3110,F,2,5,2010-10-26
JAXW202.3112,F,2,5,2010-10-26
JAXW202.3113,F,2,5,2010-10-26
JAXW202.3114,F,2,5,2010-10-26
JAXW202.3115,F,2,5,2010-10-26
JAXW202.3118,F,2,5,2010-10-26
JAXW202.3119,F,2,5,2010-10-26
JAXW202.3120,F,2,5,2010-10-26
JAXW202.3121,F,2,5,2010-10-26
JAXW202.3122,F,2,5,2010-10-26
JAXW202.3123,F,2,5,2010-10-26
JAXW202.3124,F,2,5,2010-10-26
JAXW202.3125,F,2,5,2010-10-26
JAXW202.3126,F,2,5,2010-10-26
JAXW202.3127,F,2,5,2010-10-26
JAXW202.3129,F,2,5,2010-10-26
JAXW202.3130,F,2,5,2010-10-26
JAXW202.3131,F,2,5,2010-10-26
JAXW202.3132,F,4,5,2010-10-26
JAXW202.3133,F,4,5,2010-10-26
JAXW202.3134,F,4,5,2010-10-26
JAXW202.3135,F,4,5,2010-10-26
JAXW202.3136,F,4,5,2010-10-26
JAXW202.3137,F,4,5,2010-10-26
JAXW202.3138,F,4,5,2010-10-26
JAXW202.3139,F,4,5,2010-10-26
JAXW202.3140,F,4,5,2010-10-26
JAXW202.3141,F,4,5,2010-10-26
JAXW202.3142,F,4,5,2010-10-26
JAXW202.3143,F,4,5,2010-10-26
JAXW202.3144,F,4,5,2010-10-26
JAXW202.3145,F,4,5,2010-10-26
JAXW202.3148,F,4,5,2010-10-26
JAXW202.3149,F,4,5,2010-10-26
JAXW202.3151,F,4,5,2010-10-26
JAXW202.3152,F,4,5,2010-10-26
JAXW202.3153,F,4,5,2010-10-26
JAXW202.3154,F,4,5,2010-10-26
JAXW202.3155,F,4,5,2010-10-26
JAXW202.3156,F,4,5,2010-10-26
JAXW202.3157,F,4,5,2010-10-26
JAXW202.3158,F,4,5,2010-10-26
JAXW202.3159,F,4,5,2010-10-26
JAXW202.3160,F,4,5,2010-10-26
JAXW202.3161,F,4,5,2010-10-26
JAXW202.3162,F,4,5,2010-10-26
JAXW202.3163,F,4,5,2010-10-26
JAXW202.3164,F,4,5,2010-10-26
JAXW202.3168,F,4,5,2010-10-26
JAXW202.3169,F,4,5,2010-10-26
JAXW202.3170,F,4,5,2010-10-26
JAXW202.3171,F,4,5,2010-10-26
JAXW202.3173,F,4,5,2010-10-26
JAXW202.3174,F,4,5,2010-10-26
JAXW202.3175,F,4,5,2010-10-26
JAXW202.3177,M,8,5,2010-11-26
JAXW202.3178,M,8,5,2010-11-26
JAXW202.3179,M,8,5,2010-11-26
JAXW202.3180,M,8,5,2010-11-26
JAXW202.3181,M,8,5,2010-11-26
JAXW202.3182,M,8,5,2010-11-26
JAXW202.3183,M,8,5,2010-11-26
JAXW202.3184,M,8,5,2010-11-26
JAXW202.3185,M,8,5,2010-11-26
JAXW202.3186,M,8,5,2010-11-26
JAXW202.3187,M,8,5,2010-11-26
JAXW202.3188,M,8,5,2010-11-26
JAXW202.3189,M,8,5,2010-11-26
JAXW202.3190,M,8,5,2010-11-26
JAXW202.3191,M,8,5,2010-11-26
JAXW202.3193,M,8,5,2010-11-26
JAXW202.3194,M,8,5,2010-11-26
JAXW202.3195,M,8,5,2010-11-26
JAXW202.3196,M,8,5,2010-11-26
JAXW202.3197,M,8,5,2010-11-26
JAXW202.3198,M,8,5,2010-11-26
JAXW202.3199,M,8,5,2010-11-26
JAXW202.3200,M,8,5,2010-11-26
JAXW202.3201,M,8,5,2010-11-26
JAXW202.3202,M,8,5,2010-11-26
JAXW202.3203,F,8,5,2010-11-26
JAXW202.3204,M,8,5,2010-11-26
JAXW202.3205,M,8,5,2010-11-26
JAXW202.3206,M,8,5,2010-11-26
JAXW202.3207,M,8,5,2010-11-26
JAXW202.3208,M,8,5,2010-11-26
JAXW202.3209,M,8,5,2010-11-26
JAXW202.3210,M,8,5,2010-11-26
JAXW202.3211,M,8,5,2010-11-26
JAXW202.3212,M,8,5,2010-11-26
JAXW202.3215,M,8,5,2010-11-26
JAXW202.3216,M,8,5,2010-11-26
JAXW202.3217,M,8,5,2010-11-26
JAXW202.3218,M,8,5,2010-11-26
JAXW202.3219,M,8,5,2010-11-26
JAXW202.3220,M,8,5,2010-11-26
JAXW202.3221,M,8,5,2010-11-26
JAXW202.3222,M,8,5,2010-11-26
JAXW202.3223,M,8,5,2010-11-26
JAXW202.3224,M,8,5,2010-11-26
JAXW202.3225,M,8,5,2010-11-26
JAXW202.3226,M,8,5,2010-11-26
JAXW202.3227,M,8,5,2010-11-26
JAXW202.3228,M,8,5,2010-11-26
JAXW202.3229,M,7,5,2010-11-26
JAXW202.3230,M,7,5,2010-11-26
JAXW202.3231,M,7,5,2010-11-26
JAXW202.3232,M,7,5,2010-11-26
JAXW202.3233,M,7,5,2010-11-26
JAXW202.3234,M,7,5,2010-11-26
JAXW202.3235,M,7,5,2010-11-26
JAXW202.3237,M,7,5,2010-11-26
JAXW202.3238,M,7,5,2010-11-26
JAXW202.3240,M,7,5,2010-11-26
JAXW202.3241,M,7,5,2010-11-26
JAXW202.3242,M,7,5,2010-11-26
JAXW202.3243,M,7,5,2010-11-26
JAXW202.3245,M,7,5,2010-11-26
JAXW202.3246,M,7,5,2010-11-26
JAXW202.3247,M,7,5,2010-11-26
JAXW202.3248,M,7,5,2010-11-26
JAXW202.3249,M,7,5,2010-11-26
JAXW202.3250,M,7,5,2010-11-26
JAXW202.3251,M,7,5,2010-11-26
