marker,chr,pos
backupUNC030878520,3,9.2301
backupUNC030881249,3,9.7919
UNC030884413,3,10.481
backupUNC030025601,3,11.0352
UNC030026622,3,11.5544
backupJAX00517811,3,12.192
backupUNC030027112,3,12.7778
backupJAX00105776,3,14.268
UNC030305274,3,15.1697
UNC030031869,3,15.6875
backupUNC030397650,3,16.37
JAX00106081,3,16.9028
UNC030038161,3,17.4204
backupUNC030041565,3,18.1717
JAX00106431,3,18.8858
UNC030065366,3,19.8715
UNC030421507,3,20.5309
backuprs47468865,3,21.667
backupUNC030071070,3,22.516
UNC030661179,3,23.1693
UNC030074556,3,24.097
JAX00523361,3,25.4468
JAX00523492,3,26.1709
backupJAX00107677,3,26.707
UNC030456578,3,27.264
JAX00107800,3,27.9942
UNC030460985,3,28.5777
JAX00108034,3,29.173
backupUNC031096286,3,30.153
JAX00525579,3,30.7687
JAX00525718,3,31.2842
UNC030088171,3,31.9643
backupUNC030474070,3,32.665
backupUNC030474244,3,33.1872
UNC030103315,3,33.7071
UNC030107226,3,34.327
JAX00527615,3,34.914
UNC030484421,3,35.435
JAX00109598,3,35.974
backupUNC030619800,3,36.6913
UNC030314351,3,37.825
backupUNC030491543,3,38.3991
JAX00529551,3,39.007
UNC031750934,3,40.144
backupUNC030148203,3,40.74
backupUNC031289758,3,41.654
UNC030152534,3,42.2913
UNC030497760,3,43.2038
backupUNC030498753,3,43.711
backuprs47476405,3,44.485
backupUNC030160320,3,45.247
UNC030164357,3,45.8242
backupUNC031344859,3,46.492
UNC030679974,3,47.2074
backupJAX00111594,3,47.8367
UNC030167837,3,48.563
UNC030174471,3,49.1261
backupUNC030517272,3,49.658
UNC030184442,3,50.166
UNC030522706,3,51.211
backupUNC030634749,3,52.1029
backupJAX00112535,3,52.942
backupUNC030196962,3,53.6854
JAX00221552,3,54.681
backupUNC030554242,3,55.5574
UNC030213875,3,56.1032
UNC030222589,3,56.693
UNC030323436,3,58.3485
backupJAX00537639,3,60.2547
UNC030230440,3,60.7933
JAX00221691,3,61.4719
JAX00113456,3,62.0892
JAX00113574,3,62.8873
UNC030237825,3,63.6289
UNC030241721,3,64.2242
UNC030558559,3,65.2679
UNC030262102,3,65.9979
backupJAX00114148,3,66.685
backupUNC030267817,3,68.4488
backupUNC030269400,3,68.9722
JAX00114333,3,70.6681
UNC030276220,3,72.5971
JAX00541715,3,73.8719
UNC030281570,3,76.2561
backupJAX00542382,3,77.1208
JAX00542541,3,77.9033
backupUNC030291736,3,78.4116
UNC030688436,3,79.3763
backupUNC030566351,3,80.041
JAX00543238,3,80.992
UNC030298778,3,81.8845
JAX00115348,3,82.4665
UNC200000454,X,2.4218
JAX00708647,X,2.9356
UNC200292334,X,3.5678
JAX00709018,X,4.4305
backupUNC200249354,X,5.3959
backupUNC200310334,X,5.9723
backupJAX00709270,X,6.4965
backupUNC200316908,X,7.142
UNC200089428,X,8.3101
JAX00709553,X,9.0495
JAX00709598,X,9.7257
UNC200334548,X,10.2838
JAX00709715,X,11.0229
JAX00177453,X,11.6166
JAX00177505,X,12.3817
UNC200349871,X,13.4184
backupJAX00709954,X,14.2242
UNC200357719,X,14.8242
JAX00177716,X,15.5561
JAX00177765,X,16.2861
backupJAX00710201,X,16.7866
UNC200381325,X,17.385
UNC200007340,X,20.2427
backupUNC200383023,X,21.1448
JAX00710480,X,22.1922
UNC200007700,X,22.8126
JAX00178458,X,23.371
JAX00178595,X,24.0516
JAX00178691,X,24.5691
UNC200071840,X,25.5152
JAX00178992,X,26.277
backupUNC200011184,X,26.8507
backupUNC200011470,X,28.326
backupUNC200012541,X,29.312
UNC200092423,X,30.06
UNC_rs47654132,X,30.9277
backupUNC200013645,X,32.288
UNC200014226,X,33.178
backupJAX00712427,X,33.749
backupUNC200093900,X,34.566
backupUNC200098152,X,35.2874
backupUNC200017097,X,35.8413
UNC200018029,X,36.8727
UNC_rs8251020,X,37.3937
JAX00713872,X,38.0305
UNC200106288,X,38.6608
UNC200023468,X,39.319
backupUNC200586059,X,40.0613
UNC200593068,X,40.6352
JAX00715929,X,41.8596
backupUNC200109114,X,42.7065
UNC200110307,X,43.2157
JAX00182600,X,43.718
UNC200632580,X,44.3462
JAX00716664,X,45.1514
UNC200028921,X,45.7679
backupUNC200029276,X,46.3408
UNC200029463,X,46.8499
UNC200030621,X,47.5682
JAX00239815,X,48.199
UNC200120361,X,48.936
UNC200133748,X,49.472
backupJAX00718691,X,50.2159
backupJAX00718738,X,51.122
backupUNC200687147,X,51.9849
JAX00718824,X,52.6872
UNC200036579,X,53.4989
backupUNC200198763,X,54.2922
JAX00719109,X,55.1472
UNC200039490,X,56.0382
backupUNC200692256,X,56.6944
UNC200040398,X,57.26
JAX00184943,X,57.8615
JAX00719739,X,59.102
backupUNC200714769,X,61.355
JAX00185322,X,62.3108
UNC200042788,X,63.2318
UNC200043244,X,63.7331
UNC200201505,X,64.7047
UNC200043724,X,65.3588
UNC200885683,X,66.7038
JAX00240233,X,68.464
JAX00721456,X,69.6603
backupUNC200243544,X,72.375
JAX00721922,X,73.0886
UNC200800390,X,73.6958
JAX00722401,X,74.3981
JAX00186717,X,75.0003
UNC200066422,X,75.8323
JAX00186885,X,76.75
backupUNC200838158,X,78.2546
JAX00187167,X,78.781
UNC200051792,X,79.33
