marker,chr,pos
UNC200110307,X,99.119458
JAX00182600,X,101.09827
UNC200632580,X,101.571689
JAX00716664,X,102.127171
UNC200028921,X,102.867477
backupUNC200029276,X,103.790608
UNC200029463,X,105.173804
UNC200030621,X,107.590492
JAX00239815,X,110.023737
UNC200120361,X,113.113985
UNC200133748,X,115.404334
backupJAX00718691,X,128.065102
backupJAX00718738,X,128.776472
backupUNC200687147,X,129.453937
JAX00718824,X,130.005378
UNC200036579,X,131.091851
backupUNC200198763,X,131.959094
JAX00719109,X,132.616191
UNC200039490,X,134.281186
backupUNC200692256,X,135.205404
UNC200040398,X,135.592046
JAX00184943,X,136.318668
JAX00719739,X,137.630221
backupUNC200714769,X,139.425706
JAX00185322,X,141.610375
UNC200042788,X,142.411999
UNC200043244,X,142.84837
UNC200201505,X,143.694056
UNC200043724,X,144.263433
UNC200885683,X,145.434146
JAX00240233,X,148.887255
JAX00721456,X,153.599244
backupUNC200243544,X,157.185047
JAX00721922,X,158.259643
UNC200800390,X,159.674057
JAX00722401,X,162.098501
JAX00186717,X,162.792345
UNC200066422,X,163.750978
JAX00186885,X,165.074702
backupUNC200838158,X,167.12521
JAX00187167,X,168.827808
UNC200051792,X,169.979596
